,pairID,premise,hypothesis,propositional_logic_rule
230,2737097000.jpg#1r1e,The adults are young.,Either the adults are young or no adult is young. ,Disjunction
231,2737097000.jpg#1r1e,The adults are young.,Both the adults are young and no adult is young. ,Conjunction
232,6338544926.jpg#0r1e,A college football game.,Either a college football game or no college football game. ,Disjunction
233,6338544926.jpg#0r1e,A college football game.,Both a college football game and no college football game. ,Conjunction
234,6338544926.jpg#1r1e,A game of football is being played.,Either a game of football is being played or no game of football is being played. ,Disjunction
235,6338544926.jpg#1r1e,A game of football is being played.,Both a game of football is being played and no game of football is being played. ,Conjunction
236,76607426.jpg#4r1e,A man is playing billiards.,Either a man is playing billiards or no man is playing billiards. ,Disjunction
237,76607426.jpg#4r1e,A man is playing billiards.,Both a man is playing billiards and no man is playing billiards. ,Conjunction
238,3199460792.jpg#1r1e,The golden dog is playing ball with another dog outside.,Either the golden dog is playing ball with another dog outside or the golden dog is not playing ball with another dog outside. ,Disjunction
239,3199460792.jpg#1r1e,The golden dog is playing ball with another dog outside.,Both the golden dog is playing ball with another dog outside and the golden dog is not playing ball with another dog outside. ,Conjunction
240,4774884519.jpg#0r1e,People are riding on the escalator.,Either people are riding on the escalator or nobody is riding on the escalator. ,Disjunction
241,4774884519.jpg#0r1e,People are riding on the escalator.,Both people are riding on the escalator and nobody is riding on the escalator. ,Conjunction
242,2483666380.jpg#2r1e,A woman is doing something with her hands.,Either a woman is doing something with her hands or no woman is doing something with her hands. ,Disjunction
243,2483666380.jpg#2r1e,A woman is doing something with her hands.,Both a woman is doing something with her hands and no woman is doing something with her hands. ,Conjunction
244,1457898867.jpg#4r1e,A boy a road and two cows.,"Either a boy a road and two cows or no boy, road, or two cows. ",Disjunction
245,1457898867.jpg#4r1e,A boy a road and two cows.,"Both a boy a road and two cows and no boy, road, or two cows. ",Conjunction
246,2280438093.jpg#1r1e,There are more females than males.,Either there are more females than males or there are not more females than males. ,Disjunction
247,2280438093.jpg#1r1e,There are more females than males.,Both there are more females than males and there are not more females than males. ,Conjunction
248,5400154.jpg#3r1e,Some people are in a boat.,Either some people are in a boat or no people are in a boat. ,Disjunction
249,5400154.jpg#3r1e,Some people are in a boat.,Both some people are in a boat and no people are in a boat. ,Conjunction
250,4702657446.jpg#0r1e,A person drying clothes.,Either a person drying clothes or no person is drying clothes. ,Disjunction
251,4702657446.jpg#0r1e,A person drying clothes.,Both a person drying clothes and no person is drying clothes. ,Conjunction
252,1333888922.jpg#1r1e,A child rides a swing in the daytime.,Either a child rides a swing in the daytime or no child rides a swing in the daytime. ,Disjunction
253,1333888922.jpg#1r1e,A child rides a swing in the daytime.,Both a child rides a swing in the daytime and no child rides a swing in the daytime. ,Conjunction
254,2652382453.jpg#2r1e,People are milling about the city street.,Either people are milling about the city street or nobody is milling about the city street. ,Disjunction
255,2652382453.jpg#2r1e,People are milling about the city street.,Both people are milling about the city street and nobody is milling about the city street. ,Conjunction
256,2652382453.jpg#2r1n,People are conducting business in the city.,Either people are conducting business in the city or nobody is conducting business in the city. ,Disjunction
257,2652382453.jpg#2r1n,People are conducting business in the city.,Both people are conducting business in the city and nobody is conducting business in the city. ,Conjunction
258,272471327.jpg#0r1e,The man is cooking food.,Either the man is cooking food or the man is not cooking food. ,Disjunction
259,272471327.jpg#0r1e,The man is cooking food.,Both the man is cooking food and the man is not cooking food. ,Conjunction
260,2425411995.jpg#2r1e,A woman plays tennis.,Either a woman plays tennis or no woman plays tennis. ,Disjunction
261,2425411995.jpg#2r1e,A woman plays tennis.,Both a woman plays tennis and no woman plays tennis. ,Conjunction
262,7700080224.jpg#4r1n,They women are hitting a ball with their arms.,Either they women are hitting a ball with their arms or no women are hitting a ball with their arms. ,Disjunction
263,7700080224.jpg#4r1n,They women are hitting a ball with their arms.,Both they women are hitting a ball with their arms and no women are hitting a ball with their arms. ,Conjunction
264,7700080224.jpg#4r1c,This doesnt look like soccer.,Either this doesnt look like soccer or this looks like soccer. ,Disjunction
265,7700080224.jpg#4r1c,This doesnt look like soccer.,Both this doesnt look like soccer and this looks like soccer. ,Conjunction
266,7700080224.jpg#4r1e,A bunch of women are playing volleyball.,Either a bunch of women are playing volleyball or no bunch of women are playing volleyball. ,Disjunction
267,7700080224.jpg#4r1e,A bunch of women are playing volleyball.,Both a bunch of women are playing volleyball and no bunch of women are playing volleyball. ,Conjunction
268,7700080224.jpg#0r1e,Volleyball match is in progress between ladies.,Either volleyball match is in progress between ladies or no volleyball match is in progress between ladies. ,Disjunction
269,7700080224.jpg#0r1e,Volleyball match is in progress between ladies.,Both volleyball match is in progress between ladies and no volleyball match is in progress between ladies. ,Conjunction
270,4914029409.jpg#0r1e,A group of people ride bikes together down a street.,Either a group of people ride bikes together down a street or no group of people ride bikes together down a street. ,Disjunction
271,4914029409.jpg#0r1e,A group of people ride bikes together down a street.,Both a group of people ride bikes together down a street and no group of people ride bikes together down a street. ,Conjunction
272,4914029409.jpg#1r1e,A group of bicyclists are on a street outside.,Either a group of bicyclists are on a street outside or no group of bicyclists are on a street outside. ,Disjunction
273,4914029409.jpg#1r1e,A group of bicyclists are on a street outside.,Both a group of bicyclists are on a street outside and no group of bicyclists are on a street outside. ,Conjunction
274,3091754891.jpg#4r1e,A middle easten store.,Either a middle easten store or no middle eastern store. ,Disjunction
275,3091754891.jpg#4r1e,A middle easten store.,Both a middle easten store and no middle eastern store. ,Conjunction
276,3091754891.jpg#4r1n,A foreign store.,Either a foreign store or no foreign store. ,Disjunction
277,3091754891.jpg#4r1n,A foreign store.,Both a foreign store and no foreign store. ,Conjunction
278,2749755023.jpg#4r1e,A woman sees a bicycle.,Either a woman sees a bicycle or no woman sees a bicycle. ,Disjunction
279,2749755023.jpg#4r1e,A woman sees a bicycle.,Both a woman sees a bicycle and no woman sees a bicycle. ,Conjunction
280,7113652429.jpg#0r1n,The men are musicians.,Either the men are musicians or the men are not musicians. ,Disjunction
281,7113652429.jpg#0r1n,The men are musicians.,Both the men are musicians and the men are not musicians. ,Conjunction
282,7113652429.jpg#0r1e,Four men play drums.,Either four men play drums or no four men play drums. ,Disjunction
283,7113652429.jpg#0r1e,Four men play drums.,Both four men play drums and no four men play drums. ,Conjunction
284,4000148666.jpg#0r1e,Young boys kicking around a soccer ball.,Either young boys kicking around a soccer ball or no young boys are kicking around a soccer ball. ,Disjunction
285,4000148666.jpg#0r1e,Young boys kicking around a soccer ball.,Both young boys kicking around a soccer ball and no young boys are kicking around a soccer ball. ,Conjunction
286,4886223475.jpg#0r1e,The man is riding a bike.,Either the man is riding a bike or the man is not riding a bike. ,Disjunction
287,4886223475.jpg#0r1e,The man is riding a bike.,Both the man is riding a bike and the man is not riding a bike. ,Conjunction
288,3831031977.jpg#4r1e,The people look at the mountains.,Either the people look at the mountains or the people do not look at the mountains. ,Disjunction
289,3831031977.jpg#4r1e,The people look at the mountains.,Both the people look at the mountains and the people do not look at the mountains. ,Conjunction
290,2737409349.jpg#0r1e,A man can is on the phone.,Either a man can is on the phone or no man is on the phone. ,Disjunction
291,2737409349.jpg#0r1e,A man can is on the phone.,Both a man can is on the phone and no man is on the phone. ,Conjunction
292,3425071001.jpg#3r1e,A boy is hitting a ball.,Either a boy is hitting a ball or no boy is hitting a ball. ,Disjunction
293,3425071001.jpg#3r1e,A boy is hitting a ball.,Both a boy is hitting a ball and no boy is hitting a ball. ,Conjunction
294,3551170666.jpg#3r1e,Puppies next to their mother.,Either puppies next to their mother or no puppies are next to their mother. ,Disjunction
295,3551170666.jpg#3r1e,Puppies next to their mother.,Both puppies next to their mother and no puppies are next to their mother. ,Conjunction
